country,year,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years
Mauritius,1997,1.04,12.965,15.625,15.935,13.4,25.64
Mauritius,1998,2.02,16.73,26.495,17.95,11.68,7.04
Mauritius,1999,1,14.9,30.18,23.75,6.45,34.48
Mauritius,2000,0,17.545,19.66,15.265,12.805,10.27
Mauritius,2001,0.995,10.345,13.96,13.855,14.09,7.675
Mauritius,2002,0,13.98,18.175,15.31,13.85,9.27
Mauritius,2003,0.98,7.115,13.19,9.225,12.52,8.94
Mauritius,2004,0,8.205,14.46,11.95,7.09,17.58
Mauritius,2005,0.99,7.3,11.635,12.93,12.025,6.87
Mauritius,2006,1.02,13.585,11.875,12.63,9.295,33.945
Mauritius,2007,1.04,14.08,18.075,13.12,7.515,34.83
Mauritius,2008,1.06,6.645,11.61,7.26,13.02,0
Mauritius,2009,2.065,11.585,12.64,13.62,6.99,6.135
Mauritius,2010,0,8.5,13.225,9.87,8.33,31.98
Mauritius,2011,1.1,11.475,16.305,12.06,7.945,23.37
Mauritius,2012,1.665,9.435,16.065,11.445,8.75,9.765
Mauritius,2013,2.28,13.07,10.945,10.11,6.735,13.67
Mauritius,2014,3.49,14.045,17.295,13.425,3.895,7.32
Mauritius,2015,0,10.975,14.83,11.675,6.06,12.89
Mauritius,2016,0,11.47,11.44,10.83,6.39,19.04
Mexico,1985,0.315,2.875,3.535,3.25,3.395,5.715
Mexico,1986,0.255,3.065,3.945,3.435,3.91,8.26
Mexico,1987,0.255,2.98,3.935,3.585,3.705,6.255
Mexico,1988,0.295,2.98,3.565,3.22,4.055,6.995
Mexico,1989,0.26,3.065,3.535,3.645,4.51,9.115
Mexico,1990,0.245,3.095,3.495,3.62,4.69,9.28
Mexico,1991,0.305,3.49,3.8,3.63,4.725,7.895
Mexico,1992,0.29,3.55,4.445,3.795,4.76,9.195
Mexico,1993,0.305,3.63,4.195,4.205,4.785,8.88
Mexico,1994,0.34,4.12,4.57,4.14,5.285,9.505
Mexico,1995,0.36,4.78,5.165,4.17,5.175,9.895
Mexico,1996,0.4,4.73,4.955,4.45,5.015,8.615
Mexico,1997,0.49,5.67,5.485,4.58,4.475,7.835
Mexico,1998,0.54,5.215,5.575,4.36,4.38,8.35
Mexico,1999,0.435,5.535,5.01,4.29,4.71,7.465
Mexico,2000,0.515,5.305,5.285,4.615,4.64,7.085
Mexico,2001,0.61,5.66,5.56,4.715,4.93,10.175
Mexico,2002,0.72,5.7,5.42,4.92,4.885,7.535
Mexico,2003,0.62,5.96,5.675,5.135,5.305,8.805
Mexico,2004,0.635,5.68,5.62,5.065,5.34,8.035
Mexico,2005,0.665,5.815,5.95,5.44,4.85,8.39
Mexico,2006,0.745,5.75,5.625,5.08,5.15,7.26
Mexico,2007,0.58,5.535,5.845,5.2,4.94,6.905
Mexico,2008,0.78,6.11,5.92,5.39,5.215,7
Mexico,2009,0.805,6.345,6.21,5.89,5.515,7.305
Mexico,2010,0.77,6.415,5.74,5.37,5.05,7.16
Mexico,2011,1.05,7.785,6.385,5.665,5.395,6.48
Mexico,2012,0.86,7.31,6.21,5.395,5.09,6.85
Mexico,2013,0.72,7.045,6.825,5.97,5.435,6.5
Mexico,2014,1.025,7.595,6.995,6.34,5.59,6.645
Mexico,2015,1,7.9,7.16,6.09,5.14,5.995
Mongolia,2016,0,20.455,24.41,18.75,13.105,15.475
Montenegro,2000,0,0,0,0,0,0
Montenegro,2001,0,0,0,0,0,0
Montenegro,2002,0,0,0,0,0,0
Montenegro,2003,0,0,0,0,0,0
Montenegro,2004,0,0,0,0,0,0
Montenegro,2005,0,4.055,21.45,22.14,41.98,47.615
Montenegro,2006,0,0,0,0,0,0
Montenegro,2007,2.3,10.02,16.44,21.61,37.42,86.135
Montenegro,2008,6.95,8.15,15.035,21.635,40.015,65.735
Montenegro,2009,2.34,4.17,3.175,25.91,30.47,73.07
Netherlands,1985,0.355,6.87,13.44,14.36,19.065,25.855
Netherlands,1986,0.21,5.87,12.165,14.57,18.44,27.885
Netherlands,1987,0.215,6.42,12.34,14.08,18.01,27.52
Netherlands,1988,0.385,5.285,12.23,12.83,17.045,26.025
Netherlands,1989,0.22,6.665,11.29,13.205,16.71,19.915
Netherlands,1990,0.39,5.885,11.535,12.45,13.34,24.485
Netherlands,1991,0.33,6.67,11.88,13.585,16.17,26.775
Netherlands,1992,0.17,6.4,11.235,14.05,15.165,24.725
Netherlands,1993,0.27,6.925,11.69,12.87,15.01,21.225
Netherlands,1994,0.215,6.6,11.385,13.91,14.73,21.64
Netherlands,1995,0.32,6.785,10.525,13.425,13.62,17.835
Netherlands,1996,0.265,6.175,11.935,13.455,13.465,22.24
Netherlands,1997,1.13,7.855,11.335,12.765,12.91,22.855
Netherlands,1998,0.465,5.725,11.735,12.415,12.815,21.095
Netherlands,1999,0.61,6.48,10.765,12.98,12.525,18.22
Netherlands,2000,0.5,5.655,9.24,13.565,12.735,18.05
Netherlands,2001,0.155,5.375,10.05,13.445,11.03,18.095
Netherlands,2002,0.35,5.465,9.96,14.235,12.65,17.205
Netherlands,2003,0.15,4.975,9.235,13.235,12.695,16.375
Netherlands,2004,0.45,4.95,8.205,14.565,11.53,15.88
Netherlands,2005,0.645,5.65,9.24,14.71,12.21,14.185
Netherlands,2006,0.205,6.33,9.29,13.54,11.855,15.375
Netherlands,2007,0.45,4.725,7.955,11.985,11.165,12.44
Netherlands,2008,0.49,4.885,7.96,12.965,11.815,13.175
Netherlands,2009,0.4,4.965,8.14,13.955,12.045,14.645
Netherlands,2010,0.295,5.99,8.38,14.25,13.305,12.525
Netherlands,2011,0.2,5.98,9.965,14.56,13.075,12.76
Netherlands,2012,0.305,6.295,9.9,15.89,13.435,13.43
Netherlands,2013,0.355,6.73,8.96,15.875,15.655,15.19
Netherlands,2014,0.1,6.255,8.37,16.435,15.46,14.09
Netherlands,2015,0.37,5.875,10.14,15.045,16.135,15.9
Netherlands,2016,0,5.31,10.6,14.85,16.005,16.93
New Zealand,1985,0.905,12.395,12.495,11.635,17.745,21.645
New Zealand,1986,0.735,15.49,14.275,17.44,17.82,23.575
New Zealand,1987,1.49,19.225,19.47,15.62,16.87,32.585
New Zealand,1988,0.76,22.545,18.74,14.85,21.33,24.67
New Zealand,1989,3.08,22.98,18.735,15.235,16.435,20.385
New Zealand,1990,0.78,22.975,17.12,15.705,15.205,21.89
New Zealand,1991,1.51,21.83,20.395,17.455,12.22,15.085
New Zealand,1992,0.945,22.63,20.185,15.395,17.19,15.45
New Zealand,1993,0.565,22.29,18.58,13.55,12.79,14.215
New Zealand,1994,1.285,24.45,20.445,13.78,17.435,21.92
New Zealand,1995,1.085,28.2,20.33,16.45,14.76,18.885
New Zealand,1996,1.25,25.845,24.7,14.345,14.92,16.505
New Zealand,1997,1.38,25.955,26.895,15.845,13.095,15.97
New Zealand,1998,2.21,25.695,23.815,16.68,15.605,16.53
New Zealand,1999,1.015,22.57,22.605,16.265,11.37,14.575
New Zealand,2000,0.665,18.06,23.025,13.145,11.895,11.98
New Zealand,2001,0.51,20.505,22.51,15.385,11.935,19.105
New Zealand,2002,0,17.29,20.185,15.29,11.735,11.515
New Zealand,2003,0.815,16.775,19.05,17.59,12.285,19.66
New Zealand,2004,0.98,19.19,17.64,14.845,11.875,17.175
New Zealand,2005,0.68,18.065,20.825,15.995,11.8,11.94
New Zealand,2006,1.005,19.565,18.625,15.835,13.19,10.15
New Zealand,2007,0.335,15.09,17.725,17.12,9.75,14.075
New Zealand,2008,0.85,19.43,16.49,15.875,12.32,10.925
New Zealand,2009,1.7,18.095,15.515,15.475,11.025,14.69
New Zealand,2010,1.035,17.415,17.19,17.125,11.215,12.33
New Zealand,2011,1.035,19.8,15.905,13.675,9.765,11.23
New Zealand,2012,2.06,22.765,14.35,16.785,8.645,14.41
New Zealand,2013,0.69,17.75,13.33,16.96,10.835,13.055
Nicaragua,2010,0.965,9.525,10.085,8.455,6.59,17.5
Nicaragua,2011,1.45,11.7,9.63,6.545,8.135,14.63
Nicaragua,2012,0.975,9.48,8.985,5.725,6.24,4.74
Nicaragua,2013,0.92,10.135,8.995,7.11,7.55,11.55
Nicaragua,2014,1.25,7.935,8.44,5.925,7.075,5.075
Nicaragua,2015,0.99,9.075,7.84,6.535,4.25,12.49
Norway,1986,2.43,12.145,15.985,20.655,19.69,12.12
Norway,1987,0.905,13.65,19.375,20.705,22.8,18.345
Norway,1988,1.285,16.565,21.565,22.575,21.58,20.68
Norway,1989,0.57,16.07,18.17,20.325,20.91,22.9
Norway,1990,1.49,14.205,17.025,20.48,23.785,19.415
Norway,1991,0.945,15.92,17.855,19.825,24,18.865
Norway,1992,0.94,16.71,14.955,18.655,19.055,20.505
Norway,1993,1.315,13.925,16.3,17.395,17.035,23.055
Norway,1994,1.47,12.605,16.295,15.675,15.735,13.485
Norway,1995,1.625,14.09,13.64,16.34,17.59,14.89
Norway,1996,1.61,13.39,14.895,13.995,15.495,17.58
Norway,1997,1.03,12.445,12.095,16.085,16.8,21.365
Norway,1998,1.69,15.725,16.74,14.9,16.17,12.45
Norway,1999,0.34,18.64,17.055,15.545,17.35,12.735
Norway,2000,1.31,15.285,16.065,15.76,14.23,13.17
Norway,2001,0,14.815,13.84,16.35,15.58,16.56
Norway,2002,0.63,11.635,14.55,12.605,15.82,15.575
Norway,2003,1.445,13.48,14.065,13.82,13.46,12.77
Norway,2004,0.99,13.83,12.325,16.215,13.92,13.9
Norway,2005,0.795,12.21,16.835,14.98,13.47,12.755
Norway,2006,0.32,14.635,13.485,14.735,14.345,13.975
Norway,2007,0.63,9.825,13.045,14.025,12.305,14.37
Norway,2008,0.32,11.265,13.79,13.6,12.885,14.315
Norway,2009,0.66,10.995,15.145,15.295,15.95,14.825
Norway,2010,0.32,11.165,13.565,14.35,15.305,13.67
Norway,2011,1.15,11.875,14.83,16.555,14.31,14.525
Norway,2012,0.325,9.905,11.725,14.65,11.195,15.2
Norway,2013,0.32,9.51,11.745,16.055,13.815,12.22
Norway,2014,0.48,8.135,12.99,13.74,15.105,13.165
Norway,2015,0.635,8.845,13.35,13.9,16.625,14.86
Oman,2009,0,0.81,1.63,0.24,0,18.51
Oman,2010,0,1.07,0.41,1.3,1.02,0
Oman,2014,0,0,0.44,0.29,0.78,0
Panama,1985,0.38,3.02,5.405,3.96,2.955,20
Panama,1986,0.54,5.285,4.98,5.445,15.77,6.32
Panama,1987,0.53,4.97,6.635,5.09,6.69,19.23
Panama,1988,0.53,5.665,5.695,5.52,4.96,7.725
Panama,1989,0.34,4.15,4.985,4.175,3.73,20.87
Panama,1996,0.34,4.98,7.095,5.95,5.55,9.445
Panama,1997,0.32,5.65,9.845,7.645,5.79,12.505
Panama,1998,0,7.865,7.78,6.195,9.605,6.9
Panama,1999,0.49,5.715,8.815,5.98,7.735,10.08
Panama,2000,0.63,5.675,7.27,7.02,5.955,33.11
Panama,2001,0.62,7.325,8.47,6.18,8.66,12.44
Panama,2002,0.625,5.565,6.25,7.715,10.82,8.495
Panama,2003,0.91,9.68,8.175,8.02,7.775,29.03
Panama,2004,0.76,6.99,9.54,8.02,14.4,16.74
Panama,2005,1.49,8.21,5.97,6.055,10.045,7.88
Panama,2006,0.885,6.815,8.56,5.995,9.445,28.23
Panama,2007,0.6,5.79,5.835,8.65,6.765,17.22
Panama,2008,1.02,8.635,8.395,5.395,7.625,5.58
Panama,2009,0.58,7.165,8.31,5.36,8.185,9.09
Panama,2010,0,5.2,14.05,5.78,8.97,9.51
Panama,2011,0.29,5.91,4.25,5.525,5.065,20.94
Panama,2012,0.28,5.845,5.56,3.45,11.78,6.875
Panama,2013,0.56,4.245,6.98,4.845,5.88,5.635
Panama,2014,0.83,6.295,5.115,4.835,2.715,8.2
Panama,2015,0.27,3.585,4.905,3.02,3.67,14.27
Paraguay,1985,0.65,2.44,1.905,2.445,4.535,15.47
Paraguay,1986,0,2.925,2.36,1.535,4.115,4.89
Paraguay,1987,0.62,3,1.41,3.055,1.83,8.695
Paraguay,1989,0.19,3.15,2.33,4.95,4.26,7.485
Paraguay,1990,0.75,5.82,2.935,2.285,3.315,7.775
Paraguay,1991,0.54,3.4,1.9,2.445,3.32,3.93
Paraguay,1994,0.495,3.29,3.085,3.54,5.775,6.045
Paraguay,1995,0.655,4.87,2.87,3.87,2.925,9.95
Paraguay,1996,0.49,3.65,3.125,2.84,3.725,6.29
Paraguay,1997,0.79,4.58,4.34,2.97,3.61,3
Paraguay,1998,1.1,4.745,3.445,3.825,4.86,6.85
Paraguay,1999,0.305,6.05,5.42,5.48,5.22,2.445
Paraguay,2000,0.38,4.81,4.675,4.12,5.055,2.35
Paraguay,2001,0.75,5.67,3.03,2.645,5.155,11.01
Paraguay,2002,0.605,6.585,4.64,3.965,3.55,4.76
Paraguay,2003,0.88,6.06,2.51,4.385,3.895,15.89
Paraguay,2004,1.02,7.86,5.265,4.58,5.515,8.48
Paraguay,2005,1.24,8.11,4.425,4.735,5.505,14.78
Paraguay,2006,1.01,7.28,5.295,5.785,5.285,16.26
Paraguay,2007,1.02,6.165,6.015,3.905,5.265,17.77
Paraguay,2008,0.665,6.08,5.355,4.14,5.425,7.495
Paraguay,2009,0.735,8.27,5.7,5.585,6.82,13.11
Paraguay,2010,0.37,6.49,4.51,4.53,4.49,6.89
Paraguay,2011,0.965,8.865,7.295,4.94,4.01,15.68
Paraguay,2012,1.27,7.835,5.48,4.685,4.52,7.86
Paraguay,2013,1.66,9.155,6.205,4.665,5.915,10.095
Paraguay,2014,1.66,10.73,7.32,6.63,5.89,7.69
Philippines,1992,0,1.1,0.81,0.725,0.88,1.39
Philippines,1993,0,2.595,2.33,1.57,1.55,2.94
Philippines,1997,0.09,1.725,2.155,1.505,1.95,2.695
Philippines,1998,0.14,1.855,2.19,1.57,2.015,3.255
Philippines,1999,0.11,2.315,2.24,1.955,2.125,3.695
Philippines,2000,0.165,2.8,3.085,2.635,3.05,4.37
Philippines,2001,0.1,2.605,2.435,2.04,2.735,3.625
Philippines,2002,0.19,2.835,2.67,2.05,2.31,4.215
Philippines,2003,0.17,2.995,3.34,2.605,2.485,5.11
Philippines,2006,0.305,3.135,3.45,2.665,3.28,5.495
Philippines,2007,0.165,3.34,2.88,2.64,2.665,2.895
Philippines,2008,0.22,3.43,3.235,2.61,2.56,4.47
Philippines,2009,0.18,3.905,3.405,2.96,3.115,3.88
Philippines,2010,0.25,3.915,3.47,2.835,2.81,5.2
Philippines,2011,0.35,4.055,4.02,3.28,3.37,7.38
Poland,1990,0.6,9.47,17.365,20.8,20.76,17.325
Poland,1991,0.7,9.11,16.575,24.14,21.615,17.995
Poland,1992,0.625,9.715,18.385,25.215,22.83,20.445
Poland,1993,0.755,9.51,16.965,25.105,22.29,19.3
Poland,1994,0.61,10.285,16.07,24.475,20.86,20.68
Poland,1995,1.025,9.755,14.95,24.005,21.69,19.425
Poland,1996,1.02,10.04,13.61,23.17,22.515,18.75
Poland,1999,0.63,12.09,14.6,24.155,21.06,19.54
Poland,2000,0.835,11.41,15.075,25.035,20.575,22.575
Poland,2001,0.715,10.975,14.995,25.26,21.8,16.58
Poland,2002,0.805,11.175,14.66,25.155,21.71,18.13
Poland,2003,0.425,10.99,14.5,24.62,21.74,17.8
Poland,2004,0.765,11.675,15.075,24.985,22.835,18.535
Poland,2005,0.725,11.065,14.185,25.19,23.015,18.84
Poland,2006,1.01,10.785,13.285,23.375,22.145,20.825
Poland,2007,0.74,10.74,11.805,20.38,20.935,18.635
Poland,2008,0.69,11.3,13.015,22.29,21.735,19.66
Poland,2009,0.97,12.03,13.675,25.62,26.18,20.075
Poland,2010,0.415,11.05,14.045,24.665,26.495,18.65
Poland,2011,0.555,11,13.23,23.845,24.74,18.56
Poland,2012,0.425,11.26,14.74,23.61,26.17,19.98
Poland,2013,0.615,11.515,14.155,22.21,26.265,19.035
Poland,2014,0.345,12.75,13.735,21.4,23.6,17.32
Poland,2015,0.495,11.075,13.83,18.515,21.47,18.11
Portugal,1985,0.6,7.235,8.36,11.545,20.19,34.48
Portugal,1986,0.545,5.5,6.765,11.78,19.03,39.145
Portugal,1987,0.31,6.27,8.51,11.235,17.525,41.815
Portugal,1988,0.445,4.935,6.065,9.075,17.52,30.835
Portugal,1989,0.265,4.655,6.505,6.505,15.86,31.37
Portugal,1990,0.66,5.335,9.285,8.615,15.155,36.385
Portugal,1991,0.29,4.575,10.855,9.08,16.745,41.035
Portugal,1992,0.72,3.915,8.76,8.525,15.915,36.675
Portugal,1993,0.23,3.195,6.775,7.93,15.975,28.81
Portugal,1994,0.62,3.39,7.13,8.08,13.65,29.35
Portugal,1995,0.245,4.48,6.785,8.105,14.515,30.335
Portugal,1996,0.17,2.885,4.365,5.65,12.015,32.885
Portugal,1997,0.17,2.725,5.25,5.755,11.565,25.625
Portugal,1998,0.17,2.25,3.685,5.065,10.83,21.615
Portugal,1999,0.355,1.9,3.445,4.88,9.535,24.615
Portugal,2000,0,2.325,3.155,4.5,9.185,23.775
Portugal,2001,0.175,3.33,6.41,6.915,12.135,28.9
Portugal,2002,0.36,4.21,9.125,12.91,19.48,39.83
Portugal,2003,0,3.625,8.31,11.53,18.96,40.805
Portugal,2007,0.37,3,5.635,9.53,16.09,37.335
Portugal,2008,0.35,2.805,5.935,10.06,16.325,35.21
Portugal,2009,0.18,4.12,5.955,9.985,14.89,34.81
Portugal,2010,0.185,3.345,5.8,10.835,15.645,38.61
Portugal,2011,0.36,2.085,5.64,10.725,15.785,29.515
Portugal,2012,0.18,2.98,5.085,10.915,15.75,34.88
Portugal,2013,0,2.22,6.37,10.28,16.25,31.245
Portugal,2014,0.39,3.225,6.905,12.93,17.11,36.58
Puerto Rico,1985,0.41,4.8,10.615,11.96,18.985,30.535
Puerto Rico,1986,0.29,3.06,13.905,15.75,17.715,38.54
Puerto Rico,1987,0.28,4.31,10.115,12.355,18.655,26.305
Puerto Rico,1988,0.565,5.09,13.325,15.105,16.485,60.55
Puerto Rico,1989,0.285,3.485,14.17,16.89,16.725,33.215
Puerto Rico,1990,0.455,5.99,14.05,17.58,22.525,60.38
Puerto Rico,1991,0.3,6.3,9.2,18.625,19.135,38.995
Puerto Rico,1992,0,5.67,12.55,13.99,16.835,18.61
Puerto Rico,1993,0.32,6.245,14.485,15.92,14.155,49.32
Puerto Rico,1994,1.57,6.34,14.355,16.165,14.885,21.11
Puerto Rico,1995,0,6.59,11.18,12.405,11.455,18.805
Puerto Rico,1996,0.32,6.785,13.265,14.15,12.345,23.2
Puerto Rico,1997,0.32,6.03,7.26,13.455,12.145,21.16
Puerto Rico,1998,0.96,8.005,11.245,12.705,11.98,21.12
Puerto Rico,1999,0.495,3.87,10.185,12.35,11.995,19.76
Puerto Rico,2000,0,5.525,9.76,14.88,11.64,12.325
Puerto Rico,2001,0.65,6.855,8.595,11.71,12.345,13.615
Puerto Rico,2002,0.34,2.96,8.705,10.21,9.965,13.785
Puerto Rico,2003,0.33,6.46,6.08,12.39,9.525,27.75
Puerto Rico,2004,0.34,4.325,10.45,12,10.075,17.285
Puerto Rico,2005,1.02,5.345,8.565,12.215,12.605,13.315
Puerto Rico,2006,0,7.085,7.22,11.185,11.05,11.11
Puerto Rico,2007,1.04,3.75,10.965,12.155,10.11,9.04
Puerto Rico,2008,0.35,4.455,8.11,13.455,13.69,13.655
Puerto Rico,2009,0.36,4.81,10.96,13.45,14.975,36.15
Puerto Rico,2010,0,3.79,8.165,12.945,12.245,14.775
Puerto Rico,2011,0.585,3.295,9.29,10.935,11.02,10.15
Puerto Rico,2012,0.75,5.575,5.875,9.345,12.36,10.02
Puerto Rico,2013,0.4,3.685,5.32,9.94,11.34,29.22
Puerto Rico,2014,0.78,3.88,4.59,7.54,13.435,8.71
Puerto Rico,2015,0.4,1.955,5.945,8.665,11.845,14.18
Qatar,1995,0,0,0,0,0,0
Qatar,2001,0,4.14,3.805,7.775,0,0
Qatar,2004,0,2.94,2.475,7.36,0,0
Qatar,2005,0,9.56,2.43,1.33,3.05,0
Qatar,2006,0,2.655,3.21,3.22,2.95,66.18
Qatar,2007,1.63,2.7,3.81,2.91,8.14,0
Qatar,2008,0,0.54,2.965,4.63,2.45,0
Qatar,2009,0,3.535,2.5,3.39,4.44,0
Qatar,2010,0,4.22,2.585,3.44,0,0
Qatar,2011,0,3.265,1.905,2.5,3.51,0
Qatar,2012,0,2.63,1.865,2.68,1.55,0
Qatar,2013,0,2.81,1.64,2.14,0,0
Qatar,2014,0,2.675,1.52,3.65,3.475,0
Qatar,2015,0,3.515,2.1,3.24,1.13,0
Qatar,2016,0,4.43,2.16,2.835,2.01,0
Republic of Korea,1985,0.39,11.25,12.25,13.605,17.14,18.69
Republic of Korea,1986,0.31,9.635,12.175,11.905,15.28,22.35
Republic of Korea,1987,0.505,8.025,11.825,11.065,15.41,17.29
Republic of Korea,1988,0.315,8.185,9.545,9.72,11.535,17.99
Republic of Korea,1989,0.44,7.585,9.635,10.025,11.855,21.16
Republic of Korea,1990,0.51,8.06,9.72,9.92,12.65,19.405
Republic of Korea,1991,0.54,7.41,9.635,9.455,11.585,19.465
Republic of Korea,1992,0.65,8.03,10.735,10.785,14.25,19.245
Republic of Korea,1993,0.635,8.975,11.395,13.06,16.08,29.595
Republic of Korea,1994,0.775,8.465,11.935,12.49,16.895,32.14
Republic of Korea,1995,0.825,9.41,12.46,14.4,19.33,33.215
Republic of Korea,1996,1.16,11.725,14.35,16.86,22.5,41.9
Republic of Korea,1997,0.97,10.23,14.825,17.3,23.32,46.755
Republic of Korea,1998,1.11,12.24,19.545,25.77,34.9,57.595
Republic of Korea,1999,0.915,10.055,14.435,20.695,29.86,52.8
Republic of Korea,2000,0.44,8.635,12.18,18.125,28.035,56.88
Republic of Korea,2001,0.51,7.64,13.155,18.445,31.395,65.625
Republic of Korea,2002,0.46,8.4,15.47,22.535,37.785,95.87
Republic of Korea,2003,0.485,11.045,18.31,27.45,48.71,121.06
Republic of Korea,2004,0.63,9.74,16.595,28.65,53.83,125.405
Republic of Korea,2005,0.6,12.22,20.19,27.345,53.88,125.285
Republic of Korea,2006,0.525,9.24,15.155,24.275,48.555,112.48
Republic of Korea,2007,0.81,13.255,23.37,25.485,48.63,121.72
Republic of Korea,2008,0.775,13.515,23.885,28.39,48.35,111.225
Republic of Korea,2009,1.33,15.275,30.24,34.135,53.24,125.54
Republic of Korea,2010,1.05,12.955,29.465,33.7,54.925,127.005
Republic of Korea,2011,1,12.94,30.12,34.515,53.415,125.535
Republic of Korea,2012,0.885,11.335,26.11,30.59,45.785,106.925
Republic of Korea,2013,0.71,11.005,24.95,32.955,44.22,100.445
Republic of Korea,2014,0.645,10.315,24.755,32.655,39.915,84.38
Republic of Korea,2015,0.635,9.865,22.355,29.63,39.93,92.155
Romania,1989,0.535,7.215,12.24,16.99,17.245,24.66
Romania,1990,0.59,6.33,8.515,13.415,15.615,18.495
Romania,1991,0.46,5.08,9.565,13.88,16.91,20.795
Romania,1992,0.475,7.44,12.1,17.34,19.825,24.91
Romania,1993,0.535,6.535,12.54,19.755,19.81,21.86
Romania,1994,0.745,7.26,12.54,20.54,19.59,25.715
Romania,1995,0.435,7.1,12.145,21.095,18.165,19.15
Romania,1996,0.505,7.025,10.59,21.445,19.24,21.185
Romania,1997,0.62,6.625,12.375,21.27,19.085,20.825
Romania,1998,1.19,6.06,11.29,21.865,19.055,21.78
Romania,1999,1.25,6.49,10.575,19.29,19.495,22.035
Romania,2000,0.975,5.995,11.45,20.12,20.645,20.41
Romania,2001,1.075,6.005,10.565,20.615,17.915,18.38
Romania,2002,1.695,6.835,11.59,23.305,21.41,21.965
Romania,2003,1.16,5.89,10.72,21.41,21.625,19.05
Romania,2004,1.205,5.83,10.175,18.975,21.02,18.39
Romania,2005,0.85,5.335,9.16,18.17,19.815,19.675
Romania,2006,0.815,5.58,9.405,19.21,20.895,18.64
Romania,2007,0.895,4.95,8.4,16.735,18.615,18.435
Romania,2008,1.08,6.445,7.815,16.11,19.31,19.44
Romania,2009,1.105,6.54,8.85,17.65,19.19,18.675
Romania,2010,0.735,7.245,8.67,18.785,21.445,18.14
Romania,2011,0.87,7.55,7.69,16.605,19.795,16.88
Romania,2012,0.74,7.445,9.96,17.66,19.11,16.1
Romania,2013,0.655,6.57,9.31,16.415,19.2,16.845
Romania,2014,0.65,6.04,8.71,13.7,18.42,17.995
Romania,2015,0.7,6.165,8,14.365,17.885,19.66
Romania,2016,0,4.8,5.995,12.43,17.14,17.8
Russian Federation,1989,1.39,16.065,30.205,39.33,43.1,69.32
Russian Federation,1990,1.375,17.605,31.25,40.09,43.275,65.99
Russian Federation,1991,1.58,18.065,32.11,40.005,42.45,63.99
Russian Federation,1992,1.69,20.435,38.075,48.68,48.495,61.365
Russian Federation,1993,1.84,25.085,46.635,61.47,57.72,68.28
Russian Federation,1994,1.865,29.17,52.685,66.74,62.205,71.155
Russian Federation,1995,1.835,31.735,51.41,64.56,59.78,64.37
Russian Federation,1996,1.71,31.185,49.715,59.865,56.48,64.185
Russian Federation,1997,1.855,31.05,45.48,54.335,56.455,64.87
Russian Federation,1998,1.89,30.255,42.43,50.325,52.335,60.135
Russian Federation,1999,2.405,32.17,45.83,56.26,59.055,59.345
Russian Federation,2000,2.565,33.43,48.48,55.675,55.275,56.81
Russian Federation,2001,2.7,34.795,49.67,55.835,54,55.325
Russian Federation,2002,2.415,33.07,48.33,53.505,52.82,54.135
Russian Federation,2003,2.2,29.08,44.52,50.365,49.16,59.13
Russian Federation,2004,2.3,27.81,42.985,47.705,45.525,57.48
Russian Federation,2005,1.865,27.03,41.51,43.63,41.96,54.175
Russian Federation,2006,1.96,25.52,39.985,39.325,38.215,55.65
Russian Federation,2007,1.91,26.285,39.305,37.24,35.69,53.065
Russian Federation,2008,1.77,25.525,35.315,34.15,33.21,53.43
Russian Federation,2009,1.805,25.41,36.105,33.82,31.14,48.12
Russian Federation,2010,1.415,22.375,32.44,29.875,27.17,46.33
Russian Federation,2011,1.225,21.525,29.535,27.39,25.235,44.93
Russian Federation,2012,1.22,20.7,27.98,25.99,24.245,42.62
Russian Federation,2013,1.14,18.53,27.505,26.02,22.96,40.83
Russian Federation,2014,0.97,15.7,24.895,23.83,22.215,42
Russian Federation,2015,0.885,14.525,23.1,23.4,20.585,35.965
Saint Kitts and Nevis,1990,0,0,0,0,0,0
Saint Kitts and Nevis,1991,0,0,0,0,0,0
Saint Kitts and Nevis,1992,0,0,0,0,0,0
Saint Lucia,1986,0,0,23.81,36.14,0,0
Saint Lucia,1987,0,13.7,21.755,22.99,61.22,0
Saint Lucia,1988,6.54,6.76,11.11,22.73,36.285,62.5
Saint Lucia,1989,0,7.16,10.17,9.72,22.265,0
Saint Lucia,1990,0,7.36,9.78,0,0,0
Saint Lucia,1991,0,7.33,19.31,18.17,0,59.28
Saint Lucia,1992,0,22.05,0,61.65,14.41,0
Saint Lucia,1993,0,0,18.26,42.64,14.38,0
Saint Lucia,1994,0,14.675,0,16.45,0,0
Saint Lucia,1995,0,15.08,35.26,15.685,0,0
Saint Lucia,1996,0,14.88,17.44,15.18,13.53,0
Saint Lucia,1997,0,14.61,8.64,21.77,28.91,43.61
Saint Lucia,1998,0,0,17.17,13.655,0,37.275
Saint Lucia,1999,0,6.875,25.6,6.62,28.97,0
Saint Lucia,2000,5.77,0,16.67,9.435,28.24,83.4
Saint Lucia,2001,0,13.31,25.22,6.12,14.43,0
Saint Lucia,2002,0,9.65,16.64,5.835,13.615,56.34
Saint Lucia,2003,0,9.315,16.45,5.645,14.15,36.37
Saint Lucia,2004,0,0,16.2,22.27,27.7,0
Saint Lucia,2005,0,6.08,7.95,10.79,0,0
Saint Lucia,2006,0,0,0,5.15,12.68,0
Saint Lucia,2008,0,0,0,0,0,0
